,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax Expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow
2010,,,,,22323000,,,,,,26625000,,,83000,-15337000,-inf,-38625000,-inf,-11205000,,,,-37830000,-inf,-4.41,-4.41,8570000,8570000,10508000,11791000.0,22299000,,,2922000,25221000,951000,,,,,,28000,979000,,26200000,1400000,,,,3935000,5335000,,,,75614000.0,75614000,,,80949000,,1000,-54929000,42000,137000,-54749000,26200000,,26200000,-37830000,83000,,68000,3366000,,,866000,-1040000,302000,-34011000,-770000,,-27008000.0,14957000.0,,-12821000,,,,,29000,29000,,-46803000,10508000,57311000,-34781000
2011,,,,,40726000,,,,,,47586000,,,185000,-39444000,-inf,-54586000,-inf,-957000,-55543000.0,-inf,27000.0,-55570000,-inf,-14.42,-14.42,3854000,3854000,138236000,2012000.0,140248000,,,1267000,141515000,1896000,,,,,,34000,1930000,,143445000,3036000,,,,7960000,10996000,,,,656000.0,656000,,,11652000,,22000,-110499000,49000,242221000,131793000,143445000,,143445000,-55570000,185000,,1325000,7107000,,,1656000,924000,7125000,-39828000,-446000,,,9614000.0,,9168000,,129355000.0,,,28991000,158346000,42000.0,127728000,138236000,10508000,-40274000
2012,,,,,58894000,10638000.0,,10638000.0,,69532000.0,69532000,,,353000,-69179000,-inf,-73782000,-inf,-228000,-74010000.0,-inf,-27000.0,-73983000,-inf,-2.97,-2.97,24915000,24915000,144097000,,144097000,,,775000,144872000,1084000,,,,,,38000,1122000,,145994000,2297000,,,,9863000,12160000,,,,338000.0,338000,,,12498000,,26000,-184482000,53000,317899000,133496000,145994000,,145994000,-73983000,353000,,4949000,2125000,,,-758000,-17000,1172000,-65384000,-1058000,,,2000000.0,,942000,,69976000.0,,,315000,70291000,12000.0,5861000,144097000,138236000,-66442000
2013,,,,,66545000,16567000.0,,16567000.0,,83112000.0,83112000,,,250000,-82862000,-inf,-83767000,-inf,-713000,-84480000.0,-inf,52000.0,-84532000,-inf,-2.95,-2.95,28672000,28672000,323228000,,323228000,3871000.0,,1497000,328596000,955000,74811000.0,244518000.0,319329000.0,,,755000,321039000,,649635000,4420000,,,,16532000,20952000,,,74955000.0,55842000.0,130797000,,,151749000,,34000,-269014000,4696000,762170000,497886000,649635000,,649635000,-84532000,250000,,9505000,2037000,,,958000,-995000,1028000,-71712000,-121000,-9913000.0,,,,-10034000,,259071000.0,,,1771000,260842000,35000.0,179131000,323228000,144097000,-71833000
2014,13625000.0,,,,137705000,21457000.0,,21457000.0,,159162000.0,159162000,,2604000.0,4220000,-150899000,-11.0752,-158459000,-11.63,736000,-157723000.0,-11.576,2308000.0,-160031000,-11.7454,-4.72,-4.72,33889000,33889000,482677000,,482677000,2222000.0,,6273000,491172000,2718000,66055000.0,212900000.0,278955000.0,,,13361000,295034000,,786206000,2917000,,411000.0,,44855000,47772000,287500000.0,,66851000.0,52453000.0,406804000,,,454576000,,34000,-429045000,-24448000,785089000,331630000,786206000,,786206000,-160031000,4220000,761000.0,21517000,19716000,,,-1369000,-910000,-3234000,-117051000,-2286000,,,,,-2286000,,,,,279476000,279476000,-690000.0,159449000,482677000,323228000,-119337000
2015,,,,,269251000,30524000.0,,30524000.0,,299775000.0,299775000,,8372000.0,761000,-299014000,-inf,-376721000,-inf,-5216000,-381937000.0,-inf,-29076000.0,-352861000,-inf,-9.79,-9.79,36026000,36026000,278756000,249832000.0,528588000,5283000.0,,5830000,539701000,4946000,59327000.0,101500000.0,160827000.0,,,7912000,173685000,,713386000,11260000,,,,64316000,75576000,279885000.0,,31133000.0,26142000.0,337160000,,,412736000,,38000,-781906000,-47460000,1129978000,300650000,713386000,,713386000,-352861000,761000,-28874000.0,40357000,23142000,,,8105000,-4380000,64409000,-253066000,-3035000,,-392540000.0,140997000.0,,-254578000,,298509000.0,,,5971000,304480000,-757000.0,-203921000,278756000,482677000,-256101000
2016,78000.0,70000.0,8000.0,0.1026,251129000,40731000.0,,40731000.0,,291860000.0,291930000,,8491000.0,1141000,-371539000,-4763.3205,-372733000,-4778.6282,-8438000,-381171000.0,-4886.8077,-32034000.0,-349137000,-4476.1154,-9.07,-9.07,38478000,38478000,216186000,49997000.0,266183000,3367000.0,,9860000,279410000,4440000,57192000.0,21047000.0,78239000.0,,,2468000,85147000,,364557000,10912000,,,,54685000,65597000,281126000.0,,,21468000.0,302594000,,,368191000,,39000,-1131043000,-47580000,1174950000,-3634000,364557000,,364557000,-349137000,1141000,-31771000.0,39796000,-8123000,-121000.0,,-1544000,1039000,81414000,-266680000,-766000,,,200000000.0,65000.0,199299000,,,,,5176000,5176000,-365000.0,-62570000,216186000,278756000,-267446000
2017,55511000.0,11737000.0,43774000.0,0.7886,142498000,138907000.0,,138907000.0,,281405000.0,293142000,,10428000.0,2504000,-337043000,-6.0716,-237631000,-4.2808,-112344000,-349975000.0,-6.3046,-3578000.0,-346397000,-6.2402,-7.36,-7.36,47047000,47047000,464198000,99533000.0,563731000,8213000.0,27508000.0,27488000,626940000,4007000,65217000.0,19561000.0,84778000.0,,,19505000,108290000,,735230000,15147000,,,,66370000,81517000,282406000.0,,,3671000.0,286077000,,,367594000,,51000,-1477440000,-42173000,1887198000,367636000,735230000,,735230000,-346397000,2504000,-3218000.0,44707000,-65610000,-6061000.0,-27508000.0,5637000,-6476000,107110000,-260904000,-4102000,,-263500000.0,213500000.0,-1100000.0,-54102000,,545838000.0,,,16237000,562075000,943000.0,248012000,464198000,216186000,-265006000
2018,95388000.0,22074000.0,73314000.0,0.7686,231347000,175781000.0,,175781000.0,,407128000.0,429202000,,13183000.0,4601000,-349617000,-3.6652,-333814000,-3.4995,-33587000,-367401000.0,-3.8516,608000.0,-368009000,-3.858,-7.07,-7.07,52066000,52066000,221876000,298270000.0,520146000,15163000.0,27072000.0,9918000,572299000,26524000,63074000.0,51930000.0,115004000.0,,,149733000,291261000,,863560000,28517000,1031000.0,847000.0,,96201000,125749000,575470000.0,,,15872000.0,591342000,,1031000.0,717091000,,53000,-1843092000,-44634000,2034142000,146469000,863560000,,863560000,-368009000,4601000,,49090000,-55202000,-3371000.0,-49936000.0,5770000,-8750000,3523000,-365997000,-64242000,,-500000000.0,300000000.0,-55000000.0,-264242000,-280000.0,93890000.0,,,294854000,388464000,-547000.0,-242322000,221876000,464198000,-430239000
2019,143006000.0,34686000.0,108320000.0,0.7575,283146000,182769000.0,,182769000.0,9711000.0,475626000.0,510312000,,16547000.0,7768000,-374311000,-2.6174,-376746000,-2.6345,-21880000,-398626000.0,-2.7875,1798000.0,-400424000,-2.8001,-7.43,-7.43,53873000,53873000,161833000,134826000.0,296659000,34658000.0,26519000.0,8632000,366468000,43428000,63074000.0,62920000.0,125994000.0,,,133714000,303136000,,669604000,32237000,5405000.0,3505000.0,,95442000,133084000,679742000.0,,,31035000.0,710777000,,34884000.0,843861000,,55000,-2243515000,-44865000,2114068000,-174257000,669604000,,669604000,-400424000,7768000,,54304000,8329000,-7518000.0,-26160000.0,12289000,-6837000,6408000,-323615000,-19040000,,-459835000.0,621998000.0,-15475000.0,143398000,-1275000.0,,,,121163000,119888000,286000.0,-60043000,161833000,221876000,-342655000
