,Revenue,COGS,Gross Profit,Gross Profit Ratio,Research and Development Exp.,General and Administrative Exp.,Selling and Marketing Exp.,"Selling, General and Administrative Exp.",Other Expenses,Operating Expenses,COGS and Expenses,Interest Income,Interest Expense (Gain),Depreciation and Amortization,EBITDA,EBITDA Ratio,Operating Income,Operating Income Ratio,Total Other Income Expenses (Gains),Income Before Tax,Income Before Tax Ratio,Income Tax Expense (Gain),Net Income,Net Income Ratio,EPS,EPS Diluted,Weighted Average Shares Outstanding,Weighted Average Shares Outstanding Diluted,Cash and Cash Equivalents,Short-Term Investments,Cash and Short-Term Investments,Net Receivables,Inventory (Balance),Other Current Assets,Total Current Assets,PP&E,Goodwill,Intangible Assets,Goodwill and Intangible Assets,Investments,Tax Assets,Other Non-Current Assets,Total Non-Current Assets,Other Assets,Total Assets,Accounts Payable (Balance),Short-Term Debt,Tax Payable,Deferred Revenue (Current),Other Current Liabilities,Total Current Liabilities,Long-Term Debt,Deferred Revenue (Non-Current),Deferred Tax Liabilities,Other Non-Current Liabilities,Total Non-Current Liabilities,Other Liabilities,Capital Lease Obligations,Total Liabilities,Preferred Stock,Common Stock,Retained Earnings,Other Comprehensive Income/Loss,Other Total Stockholders Equity,Total Stockholders Equity,Total Liabilities And Stockholders Equity,Minority Interest,Total Liabilities & Equity,Net Income (Cash Flow),Depreciation and Amortization (Cash Flow),Deferred Income Tax,Stock Based Compensation,Change in Working Capital,Accounts Receivable,Inventory (Cash Flow),Accounts Payable (Cash Flow),Other Working Capital,Other Non-Cash Items,Cash Provided by Operating Activities,CAPEX,Acquisitions Net,Purchases of Investments,Sales/Maturities of Investments,Other Investing Activities,Cash Used for Investing Activites,Debt Repayment,Common Stock Issued,Common Stock Repurchased,Dividends Paid,Other Financing Activites,Cash Used/Provided by Financing Activities,Effect of Forex Changes on Cash,Net Change In Cash,Cash at the End of Period,Cash at the Beginning of Period,Free Cash Flow,Forex Rate
2012,3427402000,2888679000,538723000,0.1572,,97488000.0,,97488000.0,,97488000,2986167000,1462000.0,121751000.0,179386000,601320000,0.1754,441235000,0.1287,-139888000,301347000,0.0879,75339000,224844000,0.0656,0.87,0.87,258869000,259483000,27336000.0,,27336000.0,321178000,108096000.0,18042000.0,474652000,5014542000,1975612000.0,647065000.0,2622677000.0,161205000.0,8000000.0,-4577000.0,7801847000,,8276499000,301936000.0,11652000.0,,,98322000,411910000,2542742000.0,3099000.0,584489000.0,458827000.0,3589157000.0,,,4001067000,,5324058000.0,-1027678000,-26123000,,4270257000,8271324000,5175000.0,8276499000,224844000,179386000,75802000.0,17028000.0,-109881000,6043000.0,,,-109881000.0,-27372000.0,359807000,-546820000,,,,-546128000.0,-546128000,-61332000.0,,,-181148000.0,456480000.0,214000000,,28012000,27336000,-676000,-187013000,1.0067
2013,5025000000,4232000000,793000000,0.1578,,132000000.0,,132000000.0,,132000000,4364000000,5000000.0,106000000.0,171000000,771000000,0.1534,661000000,0.1315,-167000000,494000000,0.0983,143000000,351000000,0.0699,1.12,1.12,307211000,308081000,51000000.0,,51000000.0,419000000,159000000.0,19000000.0,648000000,5750000000,1966000000.0,598000000.0,2564000000.0,165000000.0,15000000.0,,8494000000,,9142000000,359000000.0,262000000.0,38000000.0,,197000000,818000000,2013000000.0,,699000000.0,441000000.0,3153000000.0,,,3971000000,391000000.0,5972000000.0,-1189000000,-8000000,,5166000000,9137000000,5000000.0,9142000000,351000000,171000000,105000000.0,34000000.0,-75000000,,,,-75000000.0,65000000.0,651000000,-880000000,,-13000000.0,,-847000000.0,-860000000,-649000000.0,345000000.0,,-221000000.0,758000000.0,233000000,,24000000,51000000,27000000,-229000000,0.9413
2014,6069000000,5193000000,876000000,0.1443,,156000000.0,,156000000.0,18000000.0,174000000,5367000000,5000000.0,99000000.0,226000000,875000000,0.1442,702000000,0.1157,-130000000,572000000,0.0942,167000000,383000000,0.0631,1.07,1.06,326000000,328000000,53000000.0,,53000000.0,429000000,137000000.0,69000000.0,688000000,7560000000,2090000000.0,751000000.0,2841000000.0,153000000.0,19000000.0,1000000.0,10574000000,,11262000000,444000000.0,4000000.0,58000000.0,,257000000,705000000,2857000000.0,44000000.0,793000000.0,527000000.0,4221000000.0,,,4926000000,880000000.0,6876000000.0,-1400000000,-20000000,,6336000000,11262000000,,11262000000,383000000,226000000,167000000.0,39000000.0,-33000000,,,,-33000000.0,18000000.0,800000000,-1412000000,,,,-1837000000.0,-1837000000,-304000000.0,,,-269000000.0,1612000000.0,1039000000,,2000000,53000000,51000000,-612000000,0.8604
2015,4635000000,3769000000,866000000,0.1868,,157000000.0,,157000000.0,24000000.0,181000000,3950000000,,113000000.0,263000000,981000000,0.2117,685000000,0.1478,-71000000,614000000,0.1325,199000000,406000000,0.0876,1.02,1.02,347000000,348000000,28000000.0,,28000000.0,493000000,120000000.0,35000000.0,676000000,9254000000,2097000000.0,725000000.0,2822000000.0,145000000.0,28000000.0,11000000.0,12260000000,,12936000000,373000000.0,5000000.0,,,261000000,639000000,3318000000.0,84000000.0,965000000.0,506000000.0,4873000000.0,,,5512000000,1100000000.0,7991000000.0,-1670000000,3000000,,7424000000,12936000000,,12936000000,406000000,263000000,199000000.0,25000000.0,-11000000,,,,-11000000.0,-81000000.0,801000000,-1811000000,,,,-1898000000.0,-1898000000,-1261000000.0,460000000.0,,-294000000.0,2167000000.0,1072000000,,-25000000,28000000,53000000,-1010000000,0.7224
2016,4265000000,3264000000,1001000000,0.2347,,195000000.0,,195000000.0,-1000000.0,194000000,3458000000,,112000000.0,293000000,1060000000,0.2485,807000000,0.1892,-153000000,654000000,0.1533,189000000,466000000,0.1093,1.02,1.01,388000000,389000000,35000000.0,,35000000.0,435000000,181000000.0,25000000.0,676000000,11331000000,2097000000.0,737000000.0,2834000000.0,134000000.0,31000000.0,11000000.0,14341000000,,15017000000,475000000.0,6000000.0,5000000.0,,304000000,785000000,4145000000.0,86000000.0,1111000000.0,594000000.0,5936000000.0,,,6721000000,1509000000.0,8808000000.0,-2010000000,-11000000,,8296000000,15017000000,,15017000000,466000000,293000000,189000000.0,46000000.0,-36000000,,,,-36000000.0,119000000.0,1077000000,-1745000000,,,,-2286000000.0,-2286000000,-333000000.0,345000000.0,,-351000000.0,1555000000.0,1216000000,,7000000,35000000,28000000,-668000000,0.7443
2017,5408000000,3926000000,1482000000,0.274,,236000000.0,,236000000.0,28000000.0,264000000,4190000000,,183000000.0,382000000,1598000000,0.2955,1218000000,0.2252,-185000000,1033000000,0.191,142000000,891000000,0.1648,1.89,1.88,426000000,432000000,321000000.0,,321000000.0,512000000,168000000.0,21000000.0,1022000000,13546000000,3871000000.0,843000000.0,4714000000.0,6229000000.0,,55000000.0,24544000000,,25566000000,465000000.0,256000000.0,3000000.0,,421000000,1142000000,7300000000.0,136000000.0,2376000000.0,763000000.0,10575000000.0,,,11717000000,2424000000.0,13447000000.0,-2075000000,-7000000,,13789000000,25506000000,60000000.0,25566000000,891000000,382000000,142000000.0,73000000.0,-18000000,,,,-18000000.0,43000000.0,1513000000,-1839000000,,,,-3332000000.0,-3332000000,-1279000000.0,,,-781000000.0,4165000000.0,2105000000,,286000000,321000000,35000000,-326000000,0.7948
2018,7351000000,5024000000,2327000000,0.3166,,279000000.0,,279000000.0,27000000.0,306000000,5330000000,,286000000.0,417000000,2445000000,0.3326,2021000000,0.2749,-279000000,1742000000,0.237,464000000,1278000000,0.1739,2.28,2.28,505000000,509000000,157000000.0,,157000000.0,588000000,198000000.0,70000000.0,1013000000,14730000000,3878000000.0,531000000.0,4409000000.0,6368000000.0,,144000000.0,25651000000,,26664000000,519000000.0,480000000.0,67000000.0,37000000.0,454000000,1490000000,7057000000.0,131000000.0,2774000000.0,808000000.0,10770000000.0,,,12260000000,2423000000.0,13662000000.0,-2058000000,317000000,,14344000000,26604000000,60000000.0,26664000000,1278000000,417000000,464000000.0,63000000.0,-72000000,,,,-72000000.0,106000000.0,2256000000,-1226000000,,,,-1311000000.0,-1311000000,-1998000000.0,,,-1247000000.0,2119000000.0,-1126000000,17000000.0,-164000000,157000000,321000000,1030000000,0.7332
2019,7230000000,4797000000,2433000000,0.3365,,296000000.0,,296000000.0,15000000.0,311000000,5108000000,1000000.0,321000000.0,511000000,2360000000,0.3264,2122000000,0.2935,-594000000,1528000000,0.2113,36000000,1492000000,0.2064,2.66,2.65,560902256,563018868,129000000.0,,129000000.0,667000000,126000000.0,65000000.0,987000000,19597000000,4684000000.0,1745000000.0,6429000000.0,5954000000.0,,186000000.0,32166000000,,33153000000,717000000.0,186000000.0,103000000.0,39000000.0,515000000,1457000000,10785000000.0,192000000.0,2906000000.0,1043000000.0,14926000000.0,,819000000.0,16383000000,2956000000.0,15539000000.0,-1883000000,98000000,,16710000000,33093000000,60000000.0,33153000000,1492000000,511000000,36000000.0,66000000.0,76000000,,,,76000000.0,351000000.0,2532000000,-1645000000,,,,-3910000000.0,-3910000000,-1934000000.0,,,-1323000000.0,4608000000.0,1351000000,-1000000.0,-28000000,129000000,157000000,887000000,0.77
2020,6202000000,4194000000,2008000000,0.3238,,246000000.0,,246000000.0,-18000000.0,228000000,4422000000,,416000000.0,700000000,700000000,0.1129,1780000000,0.287,-2196000000,-416000000,-0.0671,-100000000,-316000000,-0.051,-0.56,-0.56,560902256,563018868,81000000.0,,81000000.0,638000000,221000000.0,49000000.0,989000000,19200000000,4694000000.0,1646000000.0,6340000000.0,4377000000.0,322000000.0,188000000.0,30427000000,,31416000000,434000000.0,699000000.0,56000000.0,62000000.0,586000000,1781000000,10951000000.0,230000000.0,2925000000.0,514000000.0,14620000000.0,,774000000.0,16401000000,2946000000.0,15644000000.0,-3637000000,2000000,,14955000000,31356000000,60000000.0,31416000000,-316000000,700000000,-100000000.0,28000000.0,-94000000,,,,-94000000.0,2034000000.0,2252000000,-1029000000,,,,-1483000000.0,-1483000000,-2515000000.0,,,-1530000000.0,3236000000.0,-809000000,-8000000.0,-48000000,81000000,129000000,1223000000,0.7851
2021,8627000000,5980000000,2647000000,0.3068,,306000000.0,,306000000.0,-248000000.0,58000000,6038000000,,440000000.0,723000000,2828000000,0.3278,2589000000,0.3001,-924000000,1665000000,0.193,423000000,1242000000,0.144,2.0,1.99,550000000,551000000,43000000.0,,43000000.0,780000000,376000000.0,46000000.0,1245000000,18774000000,4693000000.0,1545000000.0,6238000000.0,4622000000.0,257000000.0,320000000.0,30211000000,,31456000000,652000000.0,1088000000.0,,71000000.0,579000000,2390000000,10874000000.0,220000000.0,3011000000.0,598000000.0,14703000000.0,,723000000.0,17093000000,2517000000.0,15678000000.0,-3920000000,28000000,,14303000000,31396000000,60000000.0,31456000000,1242000000,723000000,423000000.0,100000000.0,-100000000,,,,-100000000.0,262000000.0,2650000000,-658000000,-376000000.0,,,-663000000.0,-1039000000,-1310000000.0,,-437000000.0,-1521000000.0,1603000000.0,-1665000000,16000000.0,-38000000,43000000,81000000,1992000000,0.7913
